plot_name,rgb_exists,lidar_exists,lidar_type,hyperspectral_exists,chm_exists,annotation_exists,rgb_size_mb
DELA_043_2019,True,True,.laz,False,True,False,0.53
DELA_044_2019,True,True,.laz,False,True,False,0.52
DELA_045_2019,True,True,.laz,False,True,False,0.57
DELA_046_2019,True,True,.laz,False,True,False,0.52
DELA_047_2018,True,True,.laz,False,True,False,0.54
DELA_047_2019,True,True,.laz,False,True,True,0.55
DELA_048_2018,True,True,.laz,False,True,False,0.55
DELA_048_2019,True,True,.laz,False,True,False,0.56
DELA_050_2019,True,True,.laz,False,True,False,0.49
DELA_051_2019,True,True,.laz,False,True,False,0.54
DELA_052_2019,True,True,.laz,False,True,False,0.52
DELA_053_2019,True,True,.laz,False,True,False,0.57
DELA_054_2019,True,True,.laz,False,True,False,0.57
DELA_055_2019,True,True,.laz,False,True,False,0.54
DELA_056_2019,True,True,.laz,False,True,False,0.56
DELA_059_2019,True,True,.laz,False,True,False,0.56
DELA_060_2019,True,True,.laz,False,True,False,0.58
DELA_061_2019,True,True,.laz,False,True,False,0.57
DELA_062_2019,True,True,.laz,False,True,False,0.56
DELA_063_2019,True,True,.laz,False,True,False,0.55
DSNY_002_2018,True,True,.laz,False,True,True,0.56
DSNY_002_2019,True,True,.laz,False,True,False,0.57
DSNY_003_2018,True,False,,False,True,False,0.55
DSNY_003_2019,True,True,.laz,False,True,False,0.55
DSNY_004_2019,True,True,.laz,False,True,False,0.58
DSNY_005_2018,True,True,.laz,False,True,True,0.58
DSNY_005_2019,True,True,.laz,False,True,False,0.58
DSNY_006_2018,True,True,.laz,False,True,True,0.57
DSNY_006_2019,True,True,.laz,False,True,False,0.56
DSNY_007_2018,True,True,.laz,False,True,True,0.58
DSNY_007_2019,True,True,.laz,False,True,False,0.55
DSNY_008_2018,True,True,.laz,False,True,False,0.49
DSNY_008_2019,True,True,.laz,False,True,False,0.56
DSNY_009_2018,True,True,.laz,False,True,False,0.47
DSNY_009_2019,True,True,.laz,False,True,False,0.48
DSNY_010_2018,True,True,.laz,False,True,False,0.55
DSNY_010_2019,True,True,.laz,False,True,False,0.51
DSNY_011_2018,True,True,.laz,False,True,False,0.56
DSNY_011_2019,True,True,.laz,False,True,False,0.55
DSNY_012_2018,True,True,.laz,False,True,True,0.49
DSNY_012_2019,True,True,.laz,False,True,False,0.57
DSNY_013_2018,True,True,.laz,False,True,False,0.56
DSNY_013_2019,True,True,.laz,False,True,False,0.56
DSNY_014_2018,True,True,.laz,False,True,False,0.58
DSNY_014_2019,True,True,.laz,False,True,False,0.57
DSNY_015_2018,True,True,.laz,False,True,False,0.55
DSNY_015_2019,True,True,.laz,False,True,False,0.56
DSNY_017_2018,True,True,.laz,False,True,False,0.53
DSNY_017_2019,True,True,.laz,False,True,False,0.52
DSNY_018_2018,True,False,,False,True,False,0.58
DSNY_018_2019,True,True,.laz,False,True,False,0.58
DSNY_019_2018,True,True,.laz,False,True,False,0.52
DSNY_019_2019,True,True,.laz,False,True,False,0.52
DSNY_020_2018,True,False,,False,True,False,0.57
DSNY_020_2019,True,True,.laz,False,True,False,0.57
DSNY_021_2018,True,True,.laz,False,True,False,0.53
DSNY_021_2019,True,True,.laz,False,True,False,0.52
DSNY_022_2018,True,True,.laz,False,True,False,0.53
DSNY_022_2019,True,True,.laz,False,True,False,0.53
DSNY_023_2018,True,True,.laz,False,True,False,0.54
DSNY_023_2019,True,True,.laz,False,True,False,0.54
DSNY_024_2018,True,True,.laz,False,True,False,0.57
DSNY_024_2019,True,True,.laz,False,True,False,0.57
DSNY_025_2018,True,True,.laz,False,True,True,0.46
DSNY_025_2019,True,True,.laz,False,True,False,0.54
DSNY_026_2018,True,True,.laz,False,True,False,0.57
DSNY_026_2019,True,True,.laz,False,True,False,0.57
DSNY_027_2018,True,True,.laz,False,True,False,0.56
DSNY_027_2019,True,True,.laz,False,True,False,0.56
DSNY_034_2018,True,True,.laz,False,True,False,0.48
DSNY_034_2019,True,True,.laz,False,True,False,0.45
DSNY_036_2018,True,False,,False,True,False,0.55
DSNY_036_2019,True,True,.laz,False,True,False,0.55
DSNY_037_2019,True,True,.laz,False,True,False,0.45
DSNY_041_2018,True,False,,False,True,False,0.51
DSNY_041_2019,True,True,.laz,False,True,False,0.51
DSNY_042_2018,True,False,,False,True,False,0.53
DSNY_042_2019,True,True,.laz,False,True,False,0.53
DSNY_043_2018,True,False,,False,True,False,0.49
DSNY_043_2019,True,True,.laz,False,True,False,0.49
DSNY_044_2018,True,False,,False,True,False,0.52
DSNY_044_2019,True,True,.laz,False,True,False,0.52
GRSM_003_2018,True,True,.laz,False,False,False,0.54
GRSM_006_2018,True,True,.laz,False,False,False,0.56
GRSM_009_2018,True,True,.laz,False,False,False,0.56
GRSM_012_2018,True,True,.laz,False,False,False,0.53
GRSM_013_2018,True,True,.laz,False,False,False,0.57
GRSM_016_2018,True,True,.laz,False,False,False,0.56
GRSM_023_2018,True,True,.laz,False,False,False,0.54
GRSM_025_2018,True,True,.laz,False,False,False,0.55
GRSM_027_2018,True,True,.laz,False,False,False,0.57
GRSM_028_2018,True,True,.laz,False,False,False,0.56
GRSM_029_2018,True,True,.laz,False,False,False,0.57
GRSM_030_2018,True,True,.laz,False,False,False,0.58
GUAN_001_2018,True,True,.laz,False,False,False,0.57
GUAN_002_2018,True,True,.laz,False,False,False,0.58
GUAN_003_2018,True,True,.laz,False,False,False,0.56
GUAN_004_2018,True,True,.laz,False,False,False,0.58
GUAN_006_2018,True,True,.laz,False,False,False,0.57
GUAN_007_2018,True,True,.laz,False,False,False,0.58
GUAN_008_2018,True,True,.laz,False,False,False,0.58
GUAN_010_2018,True,True,.laz,False,False,False,0.56
GUAN_014_2018,True,True,.laz,False,False,False,0.57
GUAN_015_2018,True,True,.laz,False,False,False,0.57
GUAN_019_2018,True,True,.laz,False,False,False,0.56
GUAN_021_2018,True,True,.laz,False,False,False,0.57
GUAN_023_2018,True,True,.laz,False,False,False,0.57
GUAN_042_2018,True,True,.laz,False,False,False,0.57
GUAN_043_2018,True,True,.laz,False,False,False,0.58
GUAN_044_2018,True,True,.laz,False,False,False,0.58
GUAN_045_2018,True,True,.laz,False,False,False,0.57
GUAN_046_2018,True,True,.laz,False,False,False,0.56
GUAN_047_2018,True,True,.laz,False,False,False,0.58
GUAN_048_2018,True,True,.laz,False,False,False,0.57
GUAN_049_2018,True,True,.laz,False,False,False,0.58
GUAN_050_2018,True,True,.laz,False,False,False,0.57
GUAN_051_2018,True,True,.laz,False,False,False,0.57
GUAN_052_2018,True,True,.laz,False,False,False,0.58
GUAN_053_2018,True,True,.laz,False,False,False,0.58
GUAN_054_2018,True,True,.laz,False,False,False,0.58
GUAN_056_2018,True,True,.laz,False,False,False,0.57
GUAN_058_2018,True,True,.laz,False,False,False,0.57
GUAN_059_2018,True,True,.laz,False,False,False,0.57
GUAN_060_2018,True,True,.laz,False,False,False,0.58
GUAN_061_2018,True,True,.laz,False,False,False,0.57
HARV_001_2018,True,True,.laz,False,True,False,0.53
HARV_001_2019,True,True,.laz,False,True,False,0.57
HARV_002_2019,True,True,.laz,False,True,False,0.58
HARV_004_2019,True,True,.laz,False,True,False,0.58
HARV_005_2019,True,True,.laz,False,True,False,0.58
HARV_008_2019,True,True,.laz,False,True,False,0.58
HARV_010_2019,True,True,.laz,False,True,False,0.58
HARV_011_2018,True,True,.laz,False,True,False,0.58
HARV_011_2019,True,True,.laz,False,True,False,0.58
HARV_012_2019,True,True,.laz,False,True,False,0.58
HARV_014_2018,True,True,.laz,False,True,False,0.56
HARV_014_2019,True,True,.laz,False,True,False,0.58
HARV_015_2018,True,True,.laz,False,True,False,0.54
HARV_015_2019,True,True,.laz,False,True,False,0.58
HARV_016_2018,True,True,.laz,False,True,False,0.55
HARV_016_2019,True,True,.laz,False,True,False,0.58
HARV_017_2018,True,True,.laz,False,True,False,0.57
HARV_017_2019,True,True,.laz,False,True,False,0.58
HARV_018_2019,True,True,.laz,False,True,False,0.57
HARV_021_2019,True,True,.laz,False,True,False,0.57
HARV_022_2018,True,True,.laz,False,True,False,0.53
HARV_022_2019,True,True,.laz,False,True,False,0.57
HARV_023_2019,True,True,.laz,False,True,False,0.55
HARV_024_2018,True,True,.laz,False,True,False,0.55
HARV_024_2019,True,True,.laz,False,True,False,0.58
HARV_025_2018,True,True,.laz,False,True,False,0.55
HARV_025_2019,True,True,.laz,False,True,False,0.57
HARV_026_2018,True,True,.laz,False,True,False,0.54
HARV_026_2019,True,True,.laz,False,True,False,0.57
HARV_027_2018,True,True,.laz,False,True,False,0.54
HARV_027_2019,True,True,.laz,False,True,False,0.58
HARV_028_2018,True,True,.laz,False,True,False,0.53
HARV_028_2019,True,True,.laz,False,True,False,0.58
HARV_029_2018,True,True,.laz,False,True,False,0.55
HARV_029_2019,True,True,.laz,False,True,False,0.58
HARV_030_2018,True,True,.laz,False,True,False,0.55
HARV_030_2019,True,True,.laz,False,True,False,0.57
HARV_031_2018,True,True,.laz,False,True,False,0.54
HARV_031_2019,True,True,.laz,False,True,False,0.57
HARV_033_2018,True,True,.laz,False,True,False,0.54
HARV_033_2019,True,True,.laz,False,True,False,0.59
HARV_034_2019,True,True,.laz,False,True,False,0.58
HARV_035_2018,True,True,.laz,False,True,False,0.55
HARV_035_2019,True,True,.laz,False,True,False,0.58
HARV_036_2018,True,True,.laz,False,True,False,0.54
HARV_036_2019,True,True,.laz,False,True,False,0.59
HARV_037_2018,True,True,.laz,False,True,True,0.55
HARV_037_2019,True,True,.laz,False,True,False,0.58
HARV_038_2018,True,True,.laz,False,True,False,0.54
HARV_038_2019,True,True,.laz,False,True,False,0.58
HARV_039_2018,True,True,.laz,False,True,False,0.55
HARV_039_2019,True,True,.laz,False,True,False,0.58
HARV_040_2018,True,True,.laz,False,True,True,0.55
HARV_040_2019,True,True,.laz,False,True,False,0.59
HARV_041_2018,True,True,.laz,False,True,True,0.53
HARV_041_2019,True,True,.laz,False,True,False,0.58
HARV_042_2018,True,True,.laz,False,True,False,0.55
HARV_042_2019,True,True,.laz,False,True,False,0.58
HARV_043_2018,True,True,.laz,False,True,False,0.54
HARV_043_2019,True,True,.laz,False,True,False,0.58
HARV_044_2018,True,True,.laz,False,True,False,0.52
HARV_044_2019,True,True,.laz,False,True,False,0.58
HARV_045_2018,True,True,.laz,False,True,False,0.55
HARV_045_2019,True,True,.laz,False,True,False,0.59
HARV_046_2018,True,True,.laz,False,True,False,0.53
HARV_046_2019,True,True,.laz,False,True,False,0.58
HARV_047_2018,True,True,.laz,False,True,False,0.54
HARV_047_2019,True,True,.laz,False,True,False,0.58
HARV_048_2018,True,True,.laz,False,True,False,0.54
HARV_048_2019,True,True,.laz,False,True,False,0.58
HARV_049_2018,True,True,.laz,False,True,False,0.54
HARV_049_2019,True,True,.laz,False,True,False,0.58
HARV_050_2018,True,True,.laz,False,True,False,0.55
HARV_050_2019,True,True,.laz,False,True,False,0.58
HARV_051_2018,True,True,.laz,False,True,False,0.56
HARV_051_2019,True,True,.laz,False,True,False,0.58
HARV_052_2018,True,True,.laz,False,True,False,0.53
HARV_052_2019,True,True,.laz,False,True,False,0.58
HARV_058_2018,True,True,.laz,False,True,False,0.54
HARV_058_2019,True,True,.laz,False,True,False,0.58
HARV_059_2018,True,True,.laz,False,True,False,0.55
HARV_059_2019,True,True,.laz,False,True,False,0.58
HARV_063_2018,True,True,.laz,False,True,False,0.54
HARV_063_2019,True,True,.laz,False,True,False,0.56
HEAL_001_2019,True,True,.laz,False,True,False,0.5
HEAL_002_2019,True,True,.laz,False,True,False,0.51
HEAL_003_2019,True,True,.laz,False,True,False,0.51
HEAL_004_2018,True,True,.laz,False,True,False,0.52
HEAL_004_2019,True,True,.laz,False,True,False,0.54
HEAL_005_2019,True,True,.laz,False,True,False,0.52
HEAL_006_2019,True,True,.laz,False,True,False,0.51
HEAL_007_2019,True,True,.laz,False,True,False,0.51
HEAL_008_2019,True,True,.laz,False,True,False,0.51
HEAL_009_2019,True,True,.laz,False,True,False,0.53
HEAL_010_2018,True,True,.laz,False,True,False,0.53
HEAL_010_2019,True,True,.laz,False,True,False,0.54
HEAL_012_2019,True,True,.laz,False,True,False,0.5
HEAL_013_2019,True,True,.laz,False,True,False,0.55
HEAL_014_2018,True,True,.laz,False,True,False,0.53
HEAL_014_2019,True,True,.laz,False,True,False,0.54
HEAL_015_2018,True,True,.laz,False,True,False,0.53
HEAL_015_2019,True,True,.laz,False,True,False,0.54
HEAL_016_2019,True,True,.laz,False,True,False,0.56
HEAL_017_2019,True,True,.laz,False,True,False,0.54
HEAL_018_2019,True,True,.laz,False,True,False,0.5
HEAL_019_2019,True,True,.laz,False,True,False,0.46
HEAL_020_2018,True,True,.laz,False,True,False,0.51
HEAL_020_2019,True,True,.laz,False,True,False,0.53
HEAL_021_2019,True,True,.laz,False,True,False,0.53
HEAL_022_2018,True,True,.laz,False,True,False,0.49
HEAL_022_2019,True,True,.laz,False,True,False,0.51
HEAL_025_2019,True,True,.laz,False,True,False,0.56
HEAL_026_2018,True,True,.laz,False,True,False,0.55
HEAL_026_2019,True,True,.laz,False,True,False,0.56
HEAL_027_2018,True,True,.laz,False,True,False,0.54
HEAL_027_2019,True,True,.laz,False,True,False,0.48
HEAL_028_2019,True,True,.laz,False,True,False,0.55
HEAL_029_2018,True,True,.laz,False,True,False,0.54
HEAL_029_2019,True,True,.laz,False,True,False,0.55
HEAL_047_2018,True,True,.laz,False,True,False,0.52
JERC_001_2018,True,True,.laz,False,True,False,0.57
JERC_003_2018,True,True,.laz,False,True,False,0.57
JERC_003_2019,True,False,,False,True,False,0.54
JERC_005_2018,True,True,.laz,False,True,False,0.59
JERC_006_2018,True,True,.laz,False,True,False,0.58
JERC_006_2019,True,True,.laz,False,True,False,0.56
JERC_007_2018,True,True,.laz,False,True,False,0.56
JERC_007_2019,True,False,,False,True,False,0.56
JERC_008_2018,True,True,.laz,False,True,False,0.55
JERC_010_2018,True,True,.laz,False,True,False,0.58
JERC_011_2019,True,True,.laz,False,True,False,0.54
JERC_013_2019,True,True,.laz,False,True,False,0.56
JERC_015_2018,True,True,.laz,False,True,False,0.56
JERC_015_2019,True,True,.laz,False,True,False,0.56
JERC_016_2018,True,True,.laz,False,True,False,0.56
JERC_016_2019,True,False,,False,True,False,0.56
JERC_017_2018,True,True,.laz,False,True,False,0.56
JERC_017_2019,True,True,.laz,False,True,False,0.56
JERC_019_2018,True,True,.laz,False,True,False,0.57
JERC_019_2019,True,True,.laz,False,True,False,0.57
JERC_028_2018,True,True,.laz,False,True,False,0.58
JERC_029_2018,True,True,.laz,False,True,False,0.55
JERC_029_2019,True,True,.laz,False,True,False,0.55
JERC_030_2018,True,True,.laz,False,True,False,0.57
JERC_030_2019,True,False,,False,True,False,0.57
JERC_031_2018,True,True,.laz,False,True,False,0.57
JERC_031_2019,True,False,,False,True,False,0.56
JERC_033_2019,True,True,.laz,False,True,False,0.55
JERC_034_2018,True,True,.laz,False,True,False,0.56
JERC_035_2018,True,False,,False,True,False,0.56
JERC_035_2019,True,True,.laz,False,True,False,0.56
JERC_036_2018,True,True,.laz,False,True,False,0.56
JERC_036_2019,True,True,.laz,False,True,False,0.56
JERC_047_2018,True,True,.laz,False,True,True,0.58
JERC_047_2019,True,False,,False,True,False,0.06
JERC_048_2018,True,True,.laz,False,True,True,0.58
JERC_048_2019,True,False,,False,True,False,0.56
JERC_049_2018,True,True,.laz,False,True,False,0.56
JERC_049_2019,True,False,,False,True,False,0.56
JERC_050_2018,True,True,.laz,False,True,False,0.55
JERC_050_2019,True,False,,False,True,False,0.55
JERC_051_2018,True,True,.laz,False,True,False,0.57
JERC_051_2019,True,False,,False,True,False,0.55
JERC_052_2018,True,True,.laz,False,True,False,0.56
JERC_052_2019,True,False,,False,True,False,0.56
JERC_053_2018,True,True,.laz,False,True,False,0.56
JERC_053_2019,True,True,.laz,False,True,False,0.56
JERC_054_2018,True,True,.laz,False,True,False,0.54
JERC_054_2019,True,False,,False,True,False,0.54
JERC_055_2018,True,True,.laz,False,True,True,0.57
JERC_055_2019,True,True,.laz,False,True,False,0.55
JERC_056_2018,True,True,.laz,False,True,True,0.58
JERC_056_2019,True,True,.laz,False,True,False,0.57
JERC_057_2018,True,True,.laz,False,True,False,0.57
JERC_057_2019,True,False,,False,True,False,0.54
JERC_058_2018,True,True,.laz,False,True,True,0.57
JERC_058_2019,True,True,.laz,False,True,False,0.56
JERC_059_2018,True,True,.laz,False,True,True,0.57
JERC_059_2019,True,False,,False,True,False,0.57
JERC_060_2018,True,True,.laz,False,True,False,0.57
JERC_060_2019,True,False,,False,True,False,0.56
JERC_061_2018,True,True,.laz,False,True,False,0.57
JERC_061_2019,True,False,,False,True,False,0.56
JERC_062_2018,True,True,.laz,False,True,False,0.57
JERC_062_2019,True,False,,False,True,False,0.56
JERC_063_2018,True,True,.laz,False,True,False,0.57
JERC_063_2019,True,False,,False,True,False,0.56
JERC_064_2018,True,True,.laz,False,True,False,0.58
JERC_064_2019,True,False,,False,True,False,0.56
JERC_065_2019,True,False,,False,True,False,0.56
JERC_066_2018,True,True,.laz,False,True,False,0.54
JORN_002_2019,True,True,.laz,False,True,False,0.47
JORN_030_2019,True,True,.laz,False,True,False,0.52
KONZ_002_2019,True,True,.laz,False,True,False,0.52
KONZ_002_2020,True,True,.laz,False,True,False,0.55
KONZ_008_2018,True,True,.laz,False,True,False,0.52
KONZ_008_2019,True,True,.laz,False,True,False,0.52
KONZ_008_2020,True,True,.laz,False,True,False,0.54
KONZ_024_2018,True,True,.laz,False,True,False,0.58
KONZ_024_2019,True,True,.laz,False,True,False,0.55
KONZ_024_2020,True,True,.laz,False,True,False,0.58
KONZ_025_2018,True,True,.laz,False,True,False,0.57
KONZ_025_2019,True,True,.laz,False,True,False,0.55
KONZ_025_2020,True,True,.laz,False,True,False,0.58
KONZ_026_2018,True,True,.laz,False,True,False,0.54
KONZ_026_2019,True,True,.laz,False,True,False,0.54
KONZ_026_2020,True,True,.laz,False,True,False,0.57
KONZ_027_2018,True,True,.laz,False,True,False,0.55
KONZ_027_2019,True,True,.laz,False,True,False,0.55
KONZ_027_2020,True,True,.laz,False,True,False,0.57
KONZ_028_2018,True,True,.laz,False,True,False,0.54
KONZ_028_2019,True,True,.laz,False,True,False,0.56
KONZ_028_2020,True,True,.laz,False,True,False,0.58
KONZ_029_2018,True,True,.laz,False,True,False,0.57
KONZ_029_2019,True,True,.laz,False,True,False,0.56
KONZ_029_2020,True,True,.laz,False,True,False,0.57
KONZ_030_2019,True,True,.laz,False,True,False,0.55
KONZ_030_2020,True,True,.laz,False,True,False,0.59
LAJA_002_2018,True,True,.laz,False,False,False,0.53
LAJA_015_2018,True,True,.laz,False,False,False,0.58
LAJA_025_2018,True,True,.laz,False,False,False,0.56
LAJA_026_2018,True,True,.laz,False,False,False,0.56
LAJA_029_2018,True,True,.laz,False,False,False,0.57
LAJA_030_2018,True,True,.laz,False,False,False,0.58
LENO_003_2019,True,True,.laz,False,True,False,0.57
LENO_004_2019,True,True,.laz,False,True,False,0.57
LENO_005_2019,True,True,.laz,False,True,False,0.59
LENO_006_2019,True,True,.laz,False,True,False,0.58
LENO_007_2019,True,True,.laz,False,True,False,0.56
LENO_008_2019,True,True,.laz,False,True,False,0.58
LENO_009_2019,True,True,.laz,False,True,False,0.58
LENO_010_2019,True,True,.laz,False,True,False,0.58
LENO_011_2019,True,True,.laz,False,True,False,0.57
LENO_012_2018,True,True,.laz,False,True,False,0.54
LENO_012_2019,True,True,.laz,False,True,False,0.57
LENO_013_2019,True,True,.laz,False,True,False,0.58
LENO_014_2019,True,True,.laz,False,True,False,0.57
LENO_015_2019,True,True,.laz,False,True,False,0.58
LENO_016_2019,True,True,.laz,False,True,True,0.57
LENO_017_2019,True,True,.laz,False,True,False,0.58
LENO_018_2019,True,True,.laz,False,True,False,0.57
LENO_019_2019,True,True,.laz,False,True,False,0.57
LENO_020_2019,True,True,.laz,False,True,False,0.57
LENO_021_2019,True,True,.laz,False,True,False,0.58
LENO_022_2019,True,True,.laz,False,True,False,0.58
LENO_023_2018,True,True,.laz,False,True,False,0.52
LENO_023_2019,True,True,.laz,False,True,False,0.56
LENO_024_2019,True,True,.laz,False,True,False,0.57
LENO_025_2019,True,True,.laz,False,True,False,0.57
LENO_026_2019,True,True,.laz,False,True,False,0.57
LENO_027_2019,True,True,.laz,False,True,False,0.57
LENO_028_2019,True,True,.laz,False,True,False,0.58
LENO_029_2019,True,True,.laz,False,True,False,0.58
LENO_030_2019,True,True,.laz,False,True,False,0.57
LENO_061_2019,True,True,.laz,False,True,False,0.57
LENO_062_2019,True,True,.laz,False,True,False,0.57
LENO_064_2019,True,True,.laz,False,True,False,0.57
LENO_065_2018,True,True,.laz,False,True,False,0.54
LENO_065_2019,True,True,.laz,False,True,False,0.58
LENO_066_2018,True,True,.laz,False,True,False,0.53
LENO_066_2019,True,True,.laz,False,True,True,0.58
LENO_067_2018,True,True,.laz,False,True,False,0.53
LENO_067_2019,True,True,.laz,False,True,False,0.58
LENO_068_2019,True,True,.laz,False,True,False,0.57
LENO_069_2019,True,True,.laz,False,True,False,0.59
LENO_070_2019,True,True,.laz,False,True,False,0.57
MLBS_002_2018,True,True,.laz,False,True,False,0.57
MLBS_003_2018,True,True,.laz,False,True,False,0.57
MLBS_004_2018,True,True,.laz,False,True,False,0.53
MLBS_005_2018,True,True,.laz,False,True,False,0.58
MLBS_006_2018,True,False,,False,True,False,0.51
MLBS_007_2018,True,True,.laz,False,True,False,0.55
MLBS_008_2018,True,True,.laz,False,True,False,0.55
MLBS_009_2018,True,True,.laz,False,True,False,0.57
MLBS_010_2018,True,True,.laz,False,True,False,0.57
MLBS_011_2018,True,True,.laz,False,True,False,0.58
MLBS_012_2018,True,True,.laz,False,True,False,0.56
MLBS_013_2018,True,True,.laz,False,True,False,0.52
MLBS_014_2018,True,True,.laz,False,True,False,0.5
MLBS_015_2018,True,True,.laz,False,True,False,0.56
MLBS_017_2018,True,True,.laz,False,True,False,0.58
MLBS_018_2018,True,True,.laz,False,True,False,0.56
MLBS_019_2018,True,True,.laz,False,True,False,0.47
MLBS_020_2018,True,True,.laz,False,True,False,0.56
MLBS_021_2018,True,True,.laz,False,True,False,0.54
MLBS_022_2018,True,False,,False,True,False,0.57
MLBS_023_2018,True,True,.laz,False,True,False,0.55
MLBS_024_2018,True,True,.laz,False,True,False,0.57
MLBS_025_2018,True,True,.laz,False,True,False,0.51
MLBS_026_2018,True,True,.laz,False,True,False,0.56
MLBS_028_2018,True,True,.laz,False,True,False,0.55
MLBS_029_2018,True,True,.laz,False,True,False,0.55
MLBS_030_2018,True,True,.laz,False,True,False,0.54
MLBS_061_2018,True,True,.laz,False,True,True,0.56
MLBS_062_2018,True,True,.laz,False,True,True,0.57
MLBS_063_2018,True,True,.laz,False,True,True,0.57
MLBS_064_2018,True,True,.laz,False,True,True,0.58
MLBS_065_2018,True,True,.laz,False,True,False,0.58
MLBS_066_2018,True,True,.laz,False,True,False,0.58
MLBS_067_2018,True,True,.laz,False,True,False,0.58
MLBS_068_2018,True,True,.laz,False,True,False,0.57
MLBS_069_2018,True,True,.laz,False,True,True,0.58
MLBS_070_2018,True,True,.laz,False,True,False,0.58
MLBS_071_2018,True,True,.laz,False,True,True,0.57
MLBS_072_2018,True,False,,False,True,False,0.56
MLBS_073_2018,True,True,.laz,False,True,True,0.58
MLBS_074_2018,True,True,.laz,False,True,True,0.58
MLBS_075_2018,True,True,.laz,False,True,False,0.57
MLBS_076_2018,True,True,.laz,False,True,False,0.56
MLBS_12_competition,True,False,,False,False,False,0.57
MLBS_13_competition,True,False,,False,False,False,0.58
MLBS_14_competition,True,False,,False,False,False,0.58
MLBS_15_competition,True,False,,False,False,False,0.57
MLBS_17_competition,True,False,,False,False,False,0.57
MLBS_18_competition,True,False,,False,False,False,0.57
MLBS_19_competition,True,False,,False,False,False,0.57
MLBS_1_competition,True,False,,False,False,False,0.58
MLBS_20_competition,True,False,,False,False,False,0.57
MLBS_21_competition,True,False,,False,False,False,0.58
MLBS_22_competition,True,False,,False,False,False,0.58
MLBS_23_competition,True,False,,False,False,False,0.58
MLBS_24_competition,True,False,,False,False,False,0.58
MLBS_26_competition,True,False,,False,False,False,0.58
MLBS_29_competition,True,False,,False,False,False,0.58
MLBS_2_competition,True,False,,False,False,False,0.57
MLBS_31_competition,True,False,,False,False,False,0.57
MLBS_32_competition,True,False,,False,False,False,0.57
MLBS_37_competition,True,False,,False,False,False,0.57
MLBS_38_competition,True,False,,False,False,False,0.57
MLBS_39_competition,True,False,,False,False,False,0.57
MLBS_3_competition,True,False,,False,False,False,0.57
MLBS_40_competition,True,False,,False,False,False,0.57
MLBS_41_competition,True,False,,False,False,False,0.57
MLBS_42_competition,True,False,,False,False,False,0.57
MLBS_43_competition,True,False,,False,False,False,0.58
MLBS_45_competition,True,False,,False,False,False,0.57
MLBS_47_competition,True,False,,False,False,False,0.57
MLBS_48_competition,True,False,,False,False,False,0.57
MLBS_50_competition,True,False,,False,False,False,0.57
MLBS_51_competition,True,False,,False,False,False,0.57
MLBS_53_competition,True,False,,False,False,False,0.57
MLBS_55_competition,True,False,,False,False,False,0.57
MLBS_56_competition,True,False,,False,False,False,0.57
MLBS_5_competition,True,False,,False,False,False,0.57
MLBS_6_competition,True,False,,False,False,False,0.58
MLBS_7_competition,True,False,,False,False,False,0.58
MLBS_8_competition,True,False,,False,False,False,0.58
MLBS_9_competition,True,False,,False,False,False,0.57
MOAB_003_2018,True,True,.laz,False,True,False,0.52
MOAB_003_2019,True,True,.laz,False,True,False,0.55
MOAB_024_2018,True,True,.laz,False,True,False,0.54
MOAB_024_2019,True,True,.laz,False,True,False,0.57
MOAB_026_2018,True,True,.laz,False,True,False,0.55
MOAB_026_2019,True,True,.laz,False,True,False,0.57
MOAB_028_2018,True,True,.laz,False,True,False,0.53
MOAB_028_2019,True,True,.laz,False,True,False,0.56
MOAB_029_2018,True,True,.laz,False,True,False,0.54
MOAB_029_2019,True,True,.laz,False,True,False,0.55
MOAB_030_2018,True,True,.laz,False,True,False,0.53
MOAB_030_2019,True,True,.laz,False,True,False,0.56
NIWO_001_2018,True,True,.laz,False,True,True,0.55
NIWO_001_2019,True,True,.laz,False,True,False,0.58
NIWO_001_2020,True,True,.laz,False,True,False,0.54
NIWO_002_2018,True,True,.laz,False,True,True,0.55
NIWO_002_2019,True,True,.laz,False,True,False,0.58
NIWO_002_2020,True,True,.laz,False,True,False,0.56
NIWO_003_2018,True,True,.laz,False,True,False,0.51
NIWO_003_2019,True,True,.laz,False,True,False,0.54
NIWO_004_2018,True,True,.laz,False,True,True,0.57
NIWO_004_2019,True,True,.laz,False,True,False,0.58
NIWO_004_2020,True,True,.laz,False,True,False,0.57
NIWO_005_2018,True,True,.laz,False,True,True,0.55
NIWO_005_2019,True,True,.laz,False,True,False,0.58
NIWO_005_2020,True,True,.laz,False,True,False,0.54
NIWO_006_2018,True,False,,False,True,False,0.55
NIWO_006_2019,True,True,.laz,False,True,False,0.55
NIWO_007_2018,True,True,.laz,False,True,False,0.52
NIWO_007_2019,True,True,.laz,False,True,False,0.57
NIWO_007_2020,True,True,.laz,False,True,False,0.52
NIWO_008_2018,True,False,,False,True,False,0.54
NIWO_008_2019,True,True,.laz,False,True,False,0.54
NIWO_009_2018,True,True,.laz,False,True,False,0.54
NIWO_009_2019,True,True,.laz,False,True,False,0.58
NIWO_009_2020,True,True,.laz,False,True,False,0.55
NIWO_010_2018,True,True,.laz,False,True,True,0.52
NIWO_010_2019,True,True,.laz,False,True,False,0.57
NIWO_010_2020,True,True,.laz,False,True,False,0.51
NIWO_011_2018,True,False,,False,False,True,0.57
